,word,wakachi,category
2029,牛モモブロック,ブロック,"['American actress', 'Topic', 'Manufacturing company', 'Hairstyle', 'Data storage']"
2030,牛モモ塊肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2031,牛モモ塊肉,モモ,"['Fruit', 'Musical artist', 'Girl group', 'Indian dish', 'Novel by Michael Ende']"
2032,牛モモ塊肉,塊,"['Online game', 'Topic', 'Topic', 'Data storage', 'Topic']"
2033,牛モモ塊肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2034,牛モモ肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2035,牛モモ肉,モモ,"['Fruit', 'Musical artist', 'Girl group', 'Indian dish', 'Novel by Michael Ende']"
2036,牛モモ肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2037,牛もも肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2038,牛もも肉,もも肉,[]
2039,牛ロース肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2040,牛ロース肉,ロース,"['Topic', 'Meat', 'Pork', 'Dish', 'Ham']"
2041,牛ロース肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2042,牛筋,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2043,牛筋,筋,"['Disease', 'Medical condition', 'Disease', 'Disorder', 'Medical condition']"
2044,牛筋肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2045,牛筋肉,筋肉,"['Topic', 'Japanese professional baseball player', 'Topic', 'Manga series', 'Topic']"
2046,牛肩バラ切り落とし,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2047,牛肩バラ切り落とし,肩,"['Disability', 'Topic', 'Injury', 'Clothing', 'Cattle']"
2048,牛肩バラ切り落とし,バラ,"['Plants', 'Topic', 'Football team', 'Topic', 'Topic']"
2049,牛肩ロース,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2050,牛肩ロース,肩,"['Disability', 'Topic', 'Injury', 'Clothing', 'Cattle']"
2051,牛肩ロース,ロース,"['Topic', 'Meat', 'Pork', 'Dish', 'Ham']"
2052,牛細切れ肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2053,牛細切れ肉,細切れ,"['Topic', 'Pie', 'Appetizer']"
2054,牛細切れ肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2055,牛小間肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2056,牛小間肉,小間,"['Topic', '1946 film', 'French restaurant in Brookhaven, Georgia', 'Thai restaurant in Taichung, Taiwan', 'Izakaya restaurant in Kameoka, Japan']"
2057,牛小間肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2058,牛切り落とし,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2059,牛切り落とし肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2060,牛切り落とし肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2061,牛肉,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2062,牛肉,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2063,牛肉(切り落とし),牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2064,牛肉(切り落とし),(,"['Chemical element', 'Topic', 'Topic', 'Topic']"
2065,牛肉(切り落とし),),"['Chemical element', 'Topic', 'Topic', 'Topic']"
2066,牛肉（薄切り）,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2067,牛肉（薄切り）,薄切り,[]
2068,牛肉(薄切り),牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2069,牛肉(薄切り),(,"['Chemical element', 'Topic', 'Topic', 'Topic']"
2070,牛肉(薄切り),薄切り,[]
2071,牛肉(薄切り),),"['Chemical element', 'Topic', 'Topic', 'Topic']"
2072,牛肉かたまり,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2073,牛肉かたまり肉,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2074,牛肉かたまり肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2075,牛肉こまぎれ,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2076,牛肉こまぎれ,こ,"['Manga series', 'Novel series', 'Fictional character', 'Sumo wrestler', 'Japanese actor']"
2077,牛肉こま切れ,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2078,牛肉こま切れ,こま,"['Topic', 'Japanese actress', 'Hot spring in Komagane, Japan', 'Performing arts theater in Tokyo, Japan', 'Bridge in Tokyo, Japan']"
2079,牛肉こま切れ,切れ,"['Topic', 'Song by Little Mix', 'Topic', 'Film', 'Topic']"
2080,牛肉スライス,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2081,牛肉スライス,スライス,"['Rock band', 'American-Bahamian mixed martial artist', 'Topic', 'American musician', 'Topic']"
2082,牛肉もも肉,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2083,牛肉もも肉,もも肉,[]
2084,牛肉細切れ,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2085,牛肉細切れ,細切れ,"['Topic', 'Pie', 'Appetizer']"
2086,牛肉切り落とし,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2087,牛肉薄切り,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2088,牛肉薄切り,薄切り,[]
2089,牛薄切り,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2090,牛薄切り,薄切り,[]
2091,牛薄切り肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2092,牛薄切り肉,薄切り,[]
2093,牛薄切り肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2094,牛味付け肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2095,牛味付け肉,味付け,"['Topic', 'Nori', 'Cuisine']"
2096,牛味付け肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2097,松阪,松阪,"['City in Japan', 'Railway station', 'Topic', 'General hospital in Matsusaka, Japan', 'Castle in Matsusaka, Japan']"
2098,薄切り牛肉,薄切り,[]
2099,薄切り牛肉,牛肉,"['Meat', 'Dish', 'Dish', 'Dish', 'Dish']"
2100,和牛すじ肉,和牛,"['Cattle', 'Topic', 'Yakiniku restaurant in Osaka, Japan', 'Meat dish restaurant in Tokyo, Japan', 'Animal breed']"
2101,和牛すじ肉,すじ,"['Manga series', 'Izakaya restaurant in Fukuoka, Japan', 'Topic', 'Tourist attraction in Hakone, Japan']"
2102,和牛すじ肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2103,ささみ肉,ささみ肉,[]
2104,ささ身,ささ身,['Beef']
2105,とりもも,もも,"['Kana', '2014 film', 'Topic', 'Broadcast genre']"
2106,とりもも肉,もも肉,[]
2107,もも,もも,"['Kana', '2014 film', 'Topic', 'Broadcast genre']"
2108,鶏,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2109,鶏ささみ,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2110,鶏のササミ,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2111,鶏のササミ,ササ,"['Plants', 'Paraguayan association football player', 'Bosnian-Serbian singer', 'Train station in Nagoya, Japan', 'Topic']"
2112,鶏のササミ,ミ,"['American rapper', 'Medication', 'Animal', 'Plants', 'American sitcom']"
2113,鶏のもも肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2114,鶏のもも肉,もも肉,[]
2115,鶏の胸肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2116,鶏の胸肉,胸,"['Dress', 'Topic', 'Topic', 'Topic', 'Topic']"
2117,鶏の胸肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2118,鶏の手羽先,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2119,鶏の手羽先,手羽,"['1976 film', 'Topic', 'Chicken', 'Izakaya restaurant in Nagoya, Japan', 'Chicken restaurant in Nagoya, Japan']"
2120,鶏の手羽先,先,"['Disease', 'Currency', 'Topic', 'Topic', 'Kyoto style japanese restaurant in Tokyo, Japan']"
2121,鶏ひき肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2122,鶏ひき肉,ひき肉,['Topic']
2123,鶏ムネ肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2124,鶏ムネ肉,ムネ,"['Song by The Bangles', 'Insect', 'Song by Dusty Springfield', 'Shinto shrine in Okayama, Japan', 'Bird']"
2125,鶏ムネ肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2126,鶏むね肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2127,鶏むね肉,むね,"['Sumo wrestler', 'Chicken', 'Tonkatsu restaurant in Tokyo, Japan', 'TV program', 'Ramen restaurant in Hashima, Japan']"
2128,鶏むね肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2129,鶏もも,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2130,鶏モモ肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2131,鶏モモ肉,モモ,"['Fruit', 'Musical artist', 'Girl group', 'Indian dish', 'Novel by Michael Ende']"
2132,鶏モモ肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2133,鶏もも肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2134,鶏もも肉,もも肉,[]
2135,鶏胸肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2136,鶏胸肉,胸,"['Dress', 'Topic', 'Topic', 'Topic', 'Topic']"
2137,鶏胸肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2138,鶏手羽,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2139,鶏手羽,手羽,"['1976 film', 'Topic', 'Chicken', 'Izakaya restaurant in Nagoya, Japan', 'Chicken restaurant in Nagoya, Japan']"
2140,鶏手羽元,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2141,鶏手羽元,手羽,"['1976 film', 'Topic', 'Chicken', 'Izakaya restaurant in Nagoya, Japan', 'Chicken restaurant in Nagoya, Japan']"
2142,鶏手羽元,元,"['Topic', 'South Korean actor', 'Dynasty', 'Currency', 'Currency']"
2143,鶏手羽先,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2144,鶏手羽先,手羽,"['1976 film', 'Topic', 'Chicken', 'Izakaya restaurant in Nagoya, Japan', 'Chicken restaurant in Nagoya, Japan']"
2145,鶏手羽先,先,"['Disease', 'Currency', 'Topic', 'Topic', 'Kyoto style japanese restaurant in Tokyo, Japan']"
2146,鶏手羽中,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2147,鶏手羽中,手羽,"['1976 film', 'Topic', 'Chicken', 'Izakaya restaurant in Nagoya, Japan', 'Chicken restaurant in Nagoya, Japan']"
2148,鶏手羽中,中,"['Topic', 'Supreme being', 'Building function', 'Video sharing company', 'Topic']"
2149,鶏肉,鶏肉,"['Poultry', 'Deli in Taipei, Taiwan', 'Topic', 'Chicken restaurant in Minxiong, Chiayi, Taiwan', 'Chicken restaurant in Taipei, Taiwan']"
2150,鶏肉（胸肉）,鶏肉,"['Poultry', 'Deli in Taipei, Taiwan', 'Topic', 'Chicken restaurant in Minxiong, Chiayi, Taiwan', 'Chicken restaurant in Taipei, Taiwan']"
2151,鶏肉（胸肉）,胸,"['Dress', 'Topic', 'Topic', 'Topic', 'Topic']"
2152,鶏肉（胸肉）,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2153,骨付き鶏もも肉,骨,"['Disease', 'Medical specialty', 'Medical condition', 'Topic', 'Topic']"
2154,骨付き鶏もも肉,付き,"['Topic', 'Topic', 'Topic', 'Topic', 'Topic']"
2155,骨付き鶏もも肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2156,骨付き鶏もも肉,もも肉,[]
2157,砂肝,砂,"['Landform', 'Topic', 'Geographical feature category', 'Topic', 'Masonry']"
2158,砂肝,肝,"['Topic', 'Disease', 'Food', 'Disease', 'Topic']"
2159,手羽元,手羽,"['1976 film', 'Topic', 'Chicken', 'Izakaya restaurant in Nagoya, Japan', 'Chicken restaurant in Nagoya, Japan']"
2160,手羽元,元,"['Topic', 'South Korean actor', 'Dynasty', 'Currency', 'Currency']"
2161,手羽先,手羽,"['1976 film', 'Topic', 'Chicken', 'Izakaya restaurant in Nagoya, Japan', 'Chicken restaurant in Nagoya, Japan']"
2162,手羽先,先,"['Disease', 'Currency', 'Topic', 'Topic', 'Kyoto style japanese restaurant in Tokyo, Japan']"
2163,手羽中,手羽,"['1976 film', 'Topic', 'Chicken', 'Izakaya restaurant in Nagoya, Japan', 'Chicken restaurant in Nagoya, Japan']"
2164,手羽中,中,"['Topic', 'Supreme being', 'Building function', 'Video sharing company', 'Topic']"
2165,寿司飯,寿司,"['Dish', 'Conveyor belt sushi restaurant in Yokohama, Japan', 'Sushi restaurant in Tokyo, Japan', 'Restaurant', 'Topic']"
2166,寿司飯,飯,"['Topic', 'Food', 'Topic', 'Hawaiian dish', 'Topic']"
2167,地鶏,地,"['2017 film', 'Planet', 'Topic', 'Indian language', 'Medication']"
2168,地鶏,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2169,鳥ささみ,鳥,"['Film', 'Animal', 'Country in Oceania', 'Topic', 'Baseball team']"
2170,鳥むね肉,鳥,"['Film', 'Animal', 'Country in Oceania', 'Topic', 'Baseball team']"
2171,鳥むね肉,むね,"['Sumo wrestler', 'Chicken', 'Tonkatsu restaurant in Tokyo, Japan', 'TV program', 'Ramen restaurant in Hashima, Japan']"
2172,鳥むね肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2173,鳥もも肉,鳥,"['Film', 'Animal', 'Country in Oceania', 'Topic', 'Baseball team']"
2174,鳥もも肉,もも肉,[]
2175,豚もも肉,豚,"['Dish', 'Topic', 'Topic', 'Rodent', 'Fictional character']"
2176,豚もも肉,もも肉,[]
2177,揚げ物,揚げ物,['Cooking method']
2178,あいびき肉,いびき,"['Topic', '2014 film', '1974 film', 'Song by Andrea Bocelli']"
2179,あいびき肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2180,ひき肉,ひき肉,['Topic']
2181,ひき肉(合挽き),ひき肉,['Topic']
2182,ひき肉(合挽き),(,"['Chemical element', 'Topic', 'Topic', 'Topic']"
2183,ひき肉(合挽き),合,"['Martial art', 'Topic', 'Financial services company', 'Unit', 'City in Pakistan']"
2184,ひき肉(合挽き),),"['Chemical element', 'Topic', 'Topic', 'Topic']"
2185,ミートフィリング,ミートフィリング,[]
2186,牛豚ひき肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2187,牛豚ひき肉,豚,"['Dish', 'Topic', 'Topic', 'Rodent', 'Fictional character']"
2188,牛豚ひき肉,ひき肉,['Topic']
2189,牛豚合い挽き肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2190,牛豚合い挽き肉,豚,"['Dish', 'Topic', 'Topic', 'Rodent', 'Fictional character']"
2191,牛豚合い挽き肉,合い挽き,[]
2192,牛豚合い挽き肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2193,牛豚合挽き肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2194,牛豚合挽き肉,豚,"['Dish', 'Topic', 'Topic', 'Rodent', 'Fictional character']"
2195,牛豚合挽き肉,合,"['Martial art', 'Topic', 'Financial services company', 'Unit', 'City in Pakistan']"
2196,牛豚合挽き肉,挽き肉,[]
2197,牛豚合挽肉,牛,"['Animal', 'Animal', 'Meat', 'Meat', 'Unit']"
2198,牛豚合挽肉,豚,"['Dish', 'Topic', 'Topic', 'Rodent', 'Fictional character']"
2199,牛豚合挽肉,合,"['Martial art', 'Topic', 'Financial services company', 'Unit', 'City in Pakistan']"
2200,牛豚合挽肉,挽肉,"['Topic', 'Beef']"
2201,合いびき,合いびき,['Topic']
2202,合いびき肉,合いびき,['Topic']
2203,合いびき肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2204,合い挽き,合い挽き,[]
2205,合い挽きミンチ,合い挽き,[]
2206,合い挽きミンチ,ミンチ,"['Fictional character', 'City in Ethiopia', 'Strait']"
2207,合い挽き肉,合い挽き,[]
2208,合い挽き肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2209,合びきミンチ,合,"['Martial art', 'Topic', 'Financial services company', 'Unit', 'City in Pakistan']"
2210,合びきミンチ,びき,"['Fairy tale', 'Topic', 'Book', 'Book', 'Topic']"
2211,合びきミンチ,ミンチ,"['Fictional character', 'City in Ethiopia', 'Strait']"
2212,合びき肉,合,"['Martial art', 'Topic', 'Financial services company', 'Unit', 'City in Pakistan']"
2213,合びき肉,びき,"['Fairy tale', 'Topic', 'Book', 'Book', 'Topic']"
2214,合びき肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2215,合挽き,合,"['Martial art', 'Topic', 'Financial services company', 'Unit', 'City in Pakistan']"
2216,合挽きミンチ,合,"['Martial art', 'Topic', 'Financial services company', 'Unit', 'City in Pakistan']"
2217,合挽きミンチ,ミンチ,"['Fictional character', 'City in Ethiopia', 'Strait']"
2218,合挽き肉,合,"['Martial art', 'Topic', 'Financial services company', 'Unit', 'City in Pakistan']"
2219,合挽き肉,挽き肉,[]
2220,合挽ミンチ,合,"['Martial art', 'Topic', 'Financial services company', 'Unit', 'City in Pakistan']"
2221,合挽ミンチ,挽,"['Topic', 'Research institution in Bangkok, Thailand', 'Topic', 'Monastery in Bang Phra, Thailand', 'Topic']"
2222,合挽ミンチ,ミンチ,"['Fictional character', 'City in Ethiopia', 'Strait']"
2223,合挽肉,合,"['Martial art', 'Topic', 'Financial services company', 'Unit', 'City in Pakistan']"
2224,合挽肉,挽肉,"['Topic', 'Beef']"
2225,挽き肉,挽き肉,[]
2226,ウコッケイ,ウコッケイ,['Topic']
2227,うこっけい,こっけい,['Literary genre']
2228,カモ肉,カモ,"['Bird', 'Bolshevik', 'Bird', 'Township in the North Island, New Zealand', 'Bird']"
2229,カモ肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2230,かも肉,かも,"['Memorial park in Minokamo, Japan', ""Farmers' market in Yamaga, Japan""]"
2231,かも肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2232,ササミ,ササ,"['Plants', 'Paraguayan association football player', 'Bosnian-Serbian singer', 'Train station in Nagoya, Japan', 'Topic']"
2233,ササミ,ミ,"['American rapper', 'Medication', 'Animal', 'Plants', 'American sitcom']"
2234,ささ身,ささ身,['Beef']
2235,シャモ,シャモ,"['Topic', 'Topic', 'Polish footballer', 'Izakaya restaurant in Tokyo, Japan']"
2236,しゃも,しゃも,"['Topic', 'Meat wholesaler in Daigo, Japan', 'Izakaya restaurant in Tokyo, Japan', 'Izakaya restaurant in Sapporo, Japan', 'Yakitori restaurant in Osaka, Japan']"
2237,チキン,チキン,"['2005 film', 'Rock band', 'Fast food restaurant company', '2000 film', 'Topic']"
2238,トリムネ肉,トリムネ,[]
2239,トリムネ肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2240,とりムネ肉,ムネ,"['Song by The Bangles', 'Insect', 'Song by Dusty Springfield', 'Shinto shrine in Okayama, Japan', 'Bird']"
2241,とりムネ肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2242,とりむね肉,むね,"['Sumo wrestler', 'Chicken', 'Tonkatsu restaurant in Tokyo, Japan', 'TV program', 'Ramen restaurant in Hashima, Japan']"
2243,とりむね肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2244,とりもも,もも,"['Kana', '2014 film', 'Topic', 'Broadcast genre']"
2245,とりモモ肉,モモ,"['Fruit', 'Musical artist', 'Girl group', 'Indian dish', 'Novel by Michael Ende']"
2246,とりモモ肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2247,とりもも肉,もも肉,[]
2248,とり胸肉,胸,"['Dress', 'Topic', 'Topic', 'Topic', 'Topic']"
2249,とり胸肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2250,とり肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2251,とり皮,皮,"['Topic', 'Disease', 'Polymath', 'Topic', 'Footballer']"
2252,ブロイラー,ブロイラー,"['Chicken breed', 'Swiss psychiatrist', 'Song by Imagine Dragons', 'Chicken restaurant in Kumenan, Japan', 'Seafood restaurant in Orange, California']"
2253,烏骨鶏,烏,"['Tea', 'Country in the Middle East', 'First Lady of the United States', 'Indian film actor', 'Guitar']"
2254,烏骨鶏,骨,"['Disease', 'Medical specialty', 'Medical condition', 'Topic', 'Topic']"
2255,烏骨鶏,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2256,塩鶏,塩,"['Rapper', 'Food', 'Topic', 'Topic', 'Food']"
2257,塩鶏,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2258,鴨,鴨,"['Bird', 'Rapper', 'Cartoon character', 'Food', 'Color']"
2259,鴨肉,鴨,"['Bird', 'Rapper', 'Cartoon character', 'Food', 'Color']"
2260,鴨肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2261,丸鶏,丸,"['Drug', 'Medication', 'Medication', 'Medication', 'Food']"
2262,丸鶏,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2263,軍鶏,軍鶏,"['Chicken breed', 'Manga', 'Yakitori restaurant in Tokyo, Japan', 'Topic', 'Izakaya restaurant in Kyoto, Japan']"
2264,鶏,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2265,鶏ササミ,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2266,鶏ササミ,ササ,"['Plants', 'Paraguayan association football player', 'Bosnian-Serbian singer', 'Train station in Nagoya, Japan', 'Topic']"
2267,鶏ササミ,ミ,"['American rapper', 'Medication', 'Animal', 'Plants', 'American sitcom']"
2268,鶏ささみ,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2269,鶏ささみ肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2270,鶏ささみ肉,ささみ肉,[]
2271,鶏ささ身,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2272,鶏ささ身,ささ身,['Beef']
2273,鶏せせり,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2274,鶏なんこつ,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2275,鶏なんこつ,なんこつ,['Japanese cartoonist']
2276,鶏のササミ,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2277,鶏のササミ,ササ,"['Plants', 'Paraguayan association football player', 'Bosnian-Serbian singer', 'Train station in Nagoya, Japan', 'Topic']"
2278,鶏のササミ,ミ,"['American rapper', 'Medication', 'Animal', 'Plants', 'American sitcom']"
2279,鶏のささみ,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2280,鶏のむね肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2281,鶏のむね肉,むね,"['Sumo wrestler', 'Chicken', 'Tonkatsu restaurant in Tokyo, Japan', 'TV program', 'Ramen restaurant in Hashima, Japan']"
2282,鶏のむね肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2283,鶏のもも肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2284,鶏のもも肉,もも肉,[]
2285,鶏の胸肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2286,鶏の胸肉,胸,"['Dress', 'Topic', 'Topic', 'Topic', 'Topic']"
2287,鶏の胸肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2288,鶏の手羽元,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2289,鶏の手羽元,手羽,"['1976 film', 'Topic', 'Chicken', 'Izakaya restaurant in Nagoya, Japan', 'Chicken restaurant in Nagoya, Japan']"
2290,鶏の手羽元,元,"['Topic', 'South Korean actor', 'Dynasty', 'Currency', 'Currency']"
2291,鶏の手羽先,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2292,鶏の手羽先,手羽,"['1976 film', 'Topic', 'Chicken', 'Izakaya restaurant in Nagoya, Japan', 'Chicken restaurant in Nagoya, Japan']"
2293,鶏の手羽先,先,"['Disease', 'Currency', 'Topic', 'Topic', 'Kyoto style japanese restaurant in Tokyo, Japan']"
2294,鶏の皮,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2295,鶏の皮,皮,"['Topic', 'Disease', 'Polymath', 'Topic', 'Footballer']"
2296,鶏ムネ,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2297,鶏ムネ,ムネ,"['Song by The Bangles', 'Insect', 'Song by Dusty Springfield', 'Shinto shrine in Okayama, Japan', 'Bird']"
2298,鶏むね,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2299,鶏むね,むね,"['Sumo wrestler', 'Chicken', 'Tonkatsu restaurant in Tokyo, Japan', 'TV program', 'Ramen restaurant in Hashima, Japan']"
2300,鶏むね身,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2301,鶏むね身,むね,"['Sumo wrestler', 'Chicken', 'Tonkatsu restaurant in Tokyo, Japan', 'TV program', 'Ramen restaurant in Hashima, Japan']"
2302,鶏むね身,身,"['Country in South Asia', 'Topic', '3rd U.S. President', 'Mental disorder', 'Topic']"
2303,鶏ムネ肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2304,鶏ムネ肉,ムネ,"['Song by The Bangles', 'Insect', 'Song by Dusty Springfield', 'Shinto shrine in Okayama, Japan', 'Bird']"
2305,鶏ムネ肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2306,鶏むね肉,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2307,鶏むね肉,むね,"['Sumo wrestler', 'Chicken', 'Tonkatsu restaurant in Tokyo, Japan', 'TV program', 'Ramen restaurant in Hashima, Japan']"
2308,鶏むね肉,肉,"['Spice', 'Meat', 'Food', 'Topic', 'Topic']"
2309,鶏モツ,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2310,鶏モツ,モツ,"['Commune in France', 'Buddhist temple in Nikko, Japan', 'Izakaya restaurant in Sapporo, Japan', 'Song by Generations from Exile Tribe', 'Street in Berlin, Germany']"
2311,鶏モモ,鶏,"['Food', 'Topic', 'Dish', 'Chicken', 'Chicken breed']"
2312,鶏モモ,モモ,"['Fruit', 'Musical artist', 'Girl group', 'Indian dish', 'Novel by Michael Ende']"
